Date,Username,Rating,Review Text,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming,sentiment
2024-12-12 12:37:45,Marno 2022,5,Good dan tingkatkan lagi,Good dan tingkatkan lagi,good dan tingkatkan lagi,good dan tingkatkan lagi,"['good', 'dan', 'tingkatkan', 'lagi']","['good', 'tingkatkan']",good tingkat,Negatif
2024-12-12 12:31:01,jami 18,1,Kaga bisa mindahin mobile banking ke HP baru di whatsapp muter-muter mulu jawaban nya,Kaga bisa mindahin mobile banking ke HP baru di whatsapp mutermuter mulu jawaban nya,kaga bisa mindahin mobile banking ke hp baru di whatsapp mutermuter mulu jawaban nya,kagak bisa mindahin mobile banking ke hp baru di whatsapp mutermuter mulu jawaban ya,"['kagak', 'bisa', 'mindahin', 'mobile', 'banking', 'ke', 'hp', 'baru', 'di', 'whatsapp', 'mutermuter', 'mulu', 'jawaban', 'ya']","['kagak', 'mindahin', 'mobile', 'banking', 'hp', 'whatsapp', 'mutermuter', 'mulu', 'ya']",kagak mindahin mobile banking hp whatsapp mutermuter mulu ya,Positif
2024-12-12 12:26:29,Roni Barriana,5,Bagus terimakasih,Bagus terimakasih,bagus terimakasih,bagus terimakasih,"['bagus', 'terimakasih']","['bagus', 'terimakasih']",bagus terimakasih,Positif
2024-12-12 12:06:44,Sheshe Tan,1,Awal ga ada masalah skg mau buat tf ga bs bs tolong gimana solusinya,Awal ga ada masalah skg mau buat tf ga bs bs tolong gimana solusinya,awal ga ada masalah skg mau buat tf ga bs bs tolong gimana solusinya,awal tidak ada masalah sekarang mau buat tf tidak bisa bisa tolong bagaimana solusinya,"['awal', 'tidak', 'ada', 'masalah', 'sekarang', 'mau', 'buat', 'tf', 'tidak', 'bisa', 'bisa', 'tolong', 'bagaimana', 'solusinya']","['tf', 'tolong', 'solusinya']",tf tolong solusi,Positif
2024-12-12 10:00:05,Clara Agustine,1,babi,babi,babi,babi,['babi'],['babi'],babi,Negatif
2024-12-12 09:46:16,iRenz,1,"verifikasi nya gagal terus, ngabisin pulsa",verifikasi nya gagal terus ngabisin pulsa,verifikasi nya gagal terus ngabisin pulsa,verifikasi ya gagal terus ngabisin pulsa,"['verifikasi', 'ya', 'gagal', 'terus', 'ngabisin', 'pulsa']","['verifikasi', 'ya', 'gagal', 'ngabisin', 'pulsa']",verifikasi ya gagal ngabisin pulsa,Negatif
2024-12-12 09:28:50,ISTANA DJOGJA GYPSUM,5,Semoga semakin maju dan canggih,Semoga semakin maju dan canggih,semoga semakin maju dan canggih,semoga semakin maju dan canggih,"['semoga', 'semakin', 'maju', 'dan', 'canggih']","['semoga', 'maju', 'canggih']",moga maju canggih,Positif
2024-12-12 08:20:47,Budy Rachman,5,Sangat. Bagus.,Sangat Bagus,sangat bagus,sangat bagus,"['sangat', 'bagus']",['bagus'],bagus,Negatif
2024-12-12 07:43:53,Randinursalam123,5,"Ramah ramah banget petugasnya , apalagi di Rengasdengklok 🥰",Ramah ramah banget petugasnya  apalagi di Rengasdengklok ,ramah ramah banget petugasnya  apalagi di rengasdengklok ,ramah ramah banget petugasnya apalagi di rengasdengklok,"['ramah', 'ramah', 'banget', 'petugasnya', 'apalagi', 'di', 'rengasdengklok']","['ramah', 'ramah', 'banget', 'petugasnya', 'rengasdengklok']",ramah ramah banget tugas rengasdengklok,Positif
2024-12-12 07:39:17,Akbar Gunadi,1,". Bca lagi kenapa sih, dari semalam susah masuk mbanking harus di setujui dulu giliran udah di setujui tetep masih gak bisa.. Tolong dong kenyamanan pelanggan harus di utamakan.. Jangan sampai mengecewakan", Bca lagi kenapa sih dari semalam susah masuk mbanking harus di setujui dulu giliran udah di setujui tetep masih gak bisa Tolong dong kenyamanan pelanggan harus di utamakan Jangan sampai mengecewakan, bca lagi kenapa sih dari semalam susah masuk mbanking harus di setujui dulu giliran udah di setujui tetep masih gak bisa tolong dong kenyamanan pelanggan harus di utamakan jangan sampai mengecewakan,baca lagi kenapa sih dari semalam susah masuk mbanking harus di setujui dulu giliran sudah di setujui tetap masih tidak bisa tolong dong kenyamanan pelanggan harus di utamakan jangan sampai mengecewakan,"['baca', 'lagi', 'kenapa', 'sih', 'dari', 'semalam', 'susah', 'masuk', 'mbanking', 'harus', 'di', 'setujui', 'dulu', 'giliran', 'sudah', 'di', 'setujui', 'tetap', 'masih', 'tidak', 'bisa', 'tolong', 'dong', 'kenyamanan', 'pelanggan', 'harus', 'di', 'utamakan', 'jangan', 'sampai', 'mengecewakan']","['baca', 'sih', 'semalam', 'susah', 'masuk', 'mbanking', 'setujui', 'giliran', 'setujui', 'tolong', 'kenyamanan', 'pelanggan', 'utamakan', 'mengecewakan']",baca sih malam susah masuk mbanking tuju gilir tuju tolong nyaman langgan utama kecewa,Negatif
2024-12-12 06:29:35,Jhoni,5,Enak jadi serba mudah,Enak jadi serba mudah,enak jadi serba mudah,enak jadi serba mudah,"['enak', 'jadi', 'serba', 'mudah']","['enak', 'serba', 'mudah']",enak serba mudah,Positif
2024-12-12 06:25:47,Glendy Rahman,3,"Yth, kepada BCA team terkait. Saya melakukan transaksi Qris sudah berhasil saldo terpotong, kenapa kepada Qris penerima belum masuk saldo nya, kaya gini mulu BCA, parah",Yth kepada BCA team terkait Saya melakukan transaksi Qris sudah berhasil saldo terpotong kenapa kepada Qris penerima belum masuk saldo nya kaya gini mulu BCA parah,yth kepada bca team terkait saya melakukan transaksi qris sudah berhasil saldo terpotong kenapa kepada qris penerima belum masuk saldo nya kaya gini mulu bca parah,yth kepada baca team terkait saya melakukan transaksi qris sudah berhasil saldo terpotong kenapa kepada qris penerima belum masuk saldo ya kayak begini mulu baca parah,"['yth', 'kepada', 'baca', 'team', 'terkait', 'saya', 'melakukan', 'transaksi', 'qris', 'sudah', 'berhasil', 'saldo', 'terpotong', 'kenapa', 'kepada', 'qris', 'penerima', 'belum', 'masuk', 'saldo', 'ya', 'kayak', 'begini', 'mulu', 'baca', 'parah']","['yth', 'baca', 'team', 'terkait', 'transaksi', 'qris', 'berhasil', 'saldo', 'terpotong', 'qris', 'penerima', 'masuk', 'saldo', 'ya', 'kayak', 'mulu', 'baca', 'parah']",yth baca team kait transaksi qris hasil saldo potong qris terima masuk saldo ya kayak mulu baca parah,Positif
2024-12-12 06:10:15,Pung Mona,1,tolong cara hpus inbox di mobile banking....krna saya ga suka inbox penuh,tolong cara hpus inbox di mobile bankingkrna saya ga suka inbox penuh,tolong cara hpus inbox di mobile bankingkrna saya ga suka inbox penuh,tolong cara hapus inbox di mobile bankingkrna saya tidak suka inbox penuh,"['tolong', 'cara', 'hapus', 'inbox', 'di', 'mobile', 'bankingkrna', 'saya', 'tidak', 'suka', 'inbox', 'penuh']","['tolong', 'hapus', 'inbox', 'mobile', 'bankingkrna', 'suka', 'inbox', 'penuh']",tolong hapus inbox mobile bankingkrna suka inbox penuh,Negatif
2024-12-12 05:04:01,zaed Ahmad,1,Sistemnya lelet kaya siput mana lagi darurat. Buat keluarga,Sistemnya lelet kaya siput mana lagi darurat Buat keluarga,sistemnya lelet kaya siput mana lagi darurat buat keluarga,sistemnya lelet kayak siput mana lagi darurat buat keluarga,"['sistemnya', 'lelet', 'kayak', 'siput', 'mana', 'lagi', 'darurat', 'buat', 'keluarga']","['sistemnya', 'lelet', 'kayak', 'siput', 'darurat', 'keluarga']",sistem lelet kayak siput darurat keluarga,Negatif
2024-12-12 04:40:42,Ely Rensius,5,Terimakasih dgn adanya BCA mobile...melakukan transaksi Sagat mudah... Tp ada 1 masalah...yg dimana se blm nya... transaksi pengiriman bisa di hapus...skrg malah ngak bisa... Kenap ya...,Terimakasih dgn adanya BCA mobilemelakukan transaksi Sagat mudah Tp ada  masalahyg dimana se blm nya transaksi pengiriman bisa di hapusskrg malah ngak bisa Kenap ya,terimakasih dgn adanya bca mobilemelakukan transaksi sagat mudah tp ada  masalahyg dimana se blm nya transaksi pengiriman bisa di hapusskrg malah ngak bisa kenap ya,terimakasih dengan adanya baca mobilemelakukan transaksi sagat mudah tapi ada masalahyg dimana se belum ya transaksi pengiriman bisa di hapusskrg malah tidak bisa kenap ya,"['terimakasih', 'dengan', 'adanya', 'baca', 'mobilemelakukan', 'transaksi', 'sagat', 'mudah', 'tapi', 'ada', 'masalahyg', 'dimana', 'se', 'belum', 'ya', 'transaksi', 'pengiriman', 'bisa', 'di', 'hapusskrg', 'malah', 'tidak', 'bisa', 'kenap', 'ya']","['terimakasih', 'baca', 'mobilemelakukan', 'transaksi', 'sagat', 'mudah', 'masalahyg', 'dimana', 'ya', 'transaksi', 'pengiriman', 'hapusskrg', 'kenap', 'ya']",terimakasih baca mobilemelakukan transaksi sagat mudah masalahyg mana ya transaksi kirim hapusskrg kenap ya,Positif
2024-12-12 03:55:15,Widi Kurniawan,5,Sangat mmbantu,Sangat mmbantu,sangat mmbantu,sangat mmbantu,"['sangat', 'mmbantu']",['mmbantu'],mmbantu,Negatif
2024-12-12 03:04:26,Dede Dudung,5,Meyakinkan dan bagus,Meyakinkan dan bagus,meyakinkan dan bagus,meyakinkan dan bagus,"['meyakinkan', 'dan', 'bagus']",['bagus'],bagus,Positif
2024-12-12 02:56:53,Sandy Saputra,1,Woy bca... Ini apk masih busuk aje... Timbang vermuk aje susah bgt woy... Ini berbagai tempat gw coba masih kaga bisa mulu... Gw pindah ke bank laen juga nih,Woy bca Ini apk masih busuk aje Timbang vermuk aje susah bgt woy Ini berbagai tempat gw coba masih kaga bisa mulu Gw pindah ke bank laen juga nih,woy bca ini apk masih busuk aje timbang vermuk aje susah bgt woy ini berbagai tempat gw coba masih kaga bisa mulu gw pindah ke bank laen juga nih,woy baca ini apk masih busuk saja timbang vermuk saja susah banget woy ini berbagai tempat gue coba masih kagak bisa mulu gue pindah ke bank lain juga nih,"['woy', 'baca', 'ini', 'apk', 'masih', 'busuk', 'saja', 'timbang', 'vermuk', 'saja', 'susah', 'banget', 'woy', 'ini', 'berbagai', 'tempat', 'gue', 'coba', 'masih', 'kagak', 'bisa', 'mulu', 'gue', 'pindah', 'ke', 'bank', 'lain', 'juga', 'nih']","['woy', 'baca', 'apk', 'busuk', 'timbang', 'vermuk', 'susah', 'banget', 'woy', 'gue', 'coba', 'kagak', 'mulu', 'gue', 'pindah', 'bank', 'nih']",woy baca apk busuk timbang vermuk susah banget woy gue coba kagak mulu gue pindah bank nih,Negatif
2024-12-12 01:57:33,arjuna arjuna,4,habis diupdate kok menu hapus inbox transfer jadi hilang ya?,habis diupdate kok menu hapus inbox transfer jadi hilang ya,habis diupdate kok menu hapus inbox transfer jadi hilang ya,habis diupdate kok menu hapus inbox transfer jadi hilang ya,"['habis', 'diupdate', 'kok', 'menu', 'hapus', 'inbox', 'transfer', 'jadi', 'hilang', 'ya']","['habis', 'diupdate', 'menu', 'hapus', 'inbox', 'transfer', 'hilang', 'ya']",habis diupdate menu hapus inbox transfer hilang ya,Negatif
2024-12-12 01:37:35,RAFI MUHAMAD RIZKI,3,Proses verifikasi wajah tidak merespon lingkaran selalu merah mohon solusinya,Proses verifikasi wajah tidak merespon lingkaran selalu merah mohon solusinya,proses verifikasi wajah tidak merespon lingkaran selalu merah mohon solusinya,proses verifikasi wajah tidak merespon lingkaran selalu merah mohon solusinya,"['proses', 'verifikasi', 'wajah', 'tidak', 'merespon', 'lingkaran', 'selalu', 'merah', 'mohon', 'solusinya']","['proses', 'verifikasi', 'wajah', 'merespon', 'lingkaran', 'merah', 'mohon', 'solusinya']",proses verifikasi wajah merespon lingkar merah mohon solusi,Positif
2024-12-12 01:02:31,Ainur Rohimah,3,bagian menyetujui pernyataan kotaknya tidak bisa di centang,bagian menyetujui pernyataan kotaknya tidak bisa di centang,bagian menyetujui pernyataan kotaknya tidak bisa di centang,bagian menyetujui pernyataan kotaknya tidak bisa di centang,"['bagian', 'menyetujui', 'pernyataan', 'kotaknya', 'tidak', 'bisa', 'di', 'centang']","['menyetujui', 'pernyataan', 'kotaknya', 'centang']",tuju nyata kotak centang,Negatif
2024-12-11 23:59:31,Jamal Jamal,4,Mohon maap ibu/bapa saya sekarang punya kendala gara2 semalama lupa pin. Langsung di blok emang nya perusahaan sepintar itu dan aku nasabah sebagai orang bodoh yg tak tau harus buat apa.. Terimakasih,Mohon maap ibubapa saya sekarang punya kendala gara semalama lupa pin Langsung di blok emang nya perusahaan sepintar itu dan aku nasabah sebagai orang bodoh yg tak tau harus buat apa Terimakasih,mohon maap ibubapa saya sekarang punya kendala gara semalama lupa pin langsung di blok emang nya perusahaan sepintar itu dan aku nasabah sebagai orang bodoh yg tak tau harus buat apa terimakasih,mohon maaf ibubapa saya sekarang punya kendala gara semalama lupa pin langsung di blok memang ya perusahaan sepintar itu dan aku nasabah sebagai orang bodoh yang tak tau harus buat apa terimakasih,"['mohon', 'maaf', 'ibubapa', 'saya', 'sekarang', 'punya', 'kendala', 'gara', 'semalama', 'lupa', 'pin', 'langsung', 'di', 'blok', 'memang', 'ya', 'perusahaan', 'sepintar', 'itu', 'dan', 'aku', 'nasabah', 'sebagai', 'orang', 'bodoh', 'yang', 'tak', 'tau', 'harus', 'buat', 'apa', 'terimakasih']","['mohon', 'maaf', 'ibubapa', 'kendala', 'gara', 'semalama', 'lupa', 'pin', 'langsung', 'blok', 'ya', 'perusahaan', 'sepintar', 'nasabah', 'orang', 'bodoh', 'tau', 'terimakasih']",mohon maaf ibubapa kendala gara semalama lupa pin langsung blok ya usaha pintar nasabah orang bodoh tau terimakasih,Negatif
2024-12-11 23:43:37,Bagol Virgiawan Anarki,5,GOOD,GOOD,good,good,['good'],['good'],good,Negatif
2024-12-11 23:38:45,Lilis Suryani,5,Mmpermudah untuk tranpers uang ke kluarga..good 👍,Mmpermudah untuk tranpers uang ke kluargagood ,mmpermudah untuk tranpers uang ke kluargagood ,mmpermudah untuk tranpers uang ke kluargagood,"['mmpermudah', 'untuk', 'tranpers', 'uang', 'ke', 'kluargagood']","['mmpermudah', 'tranpers', 'uang', 'kluargagood']",mmpermudah tranpers uang kluargagood,Positif
2024-12-11 23:16:40,Cikal fambudi luwes,1,"kembalikan fitur edit di inbox lagi tolong, sampah inbox nya udah banyak bgttt",kembalikan fitur edit di inbox lagi tolong sampah inbox nya udah banyak bgttt,kembalikan fitur edit di inbox lagi tolong sampah inbox nya udah banyak bgttt,kembalikan fitur edit di inbox lagi tolong sampah inbox ya sudah banyak banget,"['kembalikan', 'fitur', 'edit', 'di', 'inbox', 'lagi', 'tolong', 'sampah', 'inbox', 'ya', 'sudah', 'banyak', 'banget']","['kembalikan', 'fitur', 'edit', 'inbox', 'tolong', 'sampah', 'inbox', 'ya', 'banget']",kembali fitur edit inbox tolong sampah inbox ya banget,Negatif
2024-12-11 21:05:28,Pathurrossi Rossi,5,Aplikasi yang amat sangat bermanfaat,Aplikasi yang amat sangat bermanfaat,aplikasi yang amat sangat bermanfaat,aplikasi yang amat sangat bermanfaat,"['aplikasi', 'yang', 'amat', 'sangat', 'bermanfaat']","['aplikasi', 'bermanfaat']",aplikasi manfaat,Positif
2024-12-11 19:07:19,andi py,4,Mencoba,Mencoba,mencoba,mencoba,['mencoba'],['mencoba'],coba,Negatif
2024-12-11 15:59:23,Gunawan Gugun,5,mantap dah,mantap dah,mantap dah,mantap sudah,"['mantap', 'sudah']",['mantap'],mantap,Positif
2024-12-11 15:07:01,IRFAN ARDIANTO,1,"Kecewa dengan aplikasi ini. Tidak log out tetapi harus verifikasi ulang, dan pengaduan lewat 1500888 selalu sibuk. Dan menghabiskan pulsa",Kecewa dengan aplikasi ini Tidak log out tetapi harus verifikasi ulang dan pengaduan lewat  selalu sibuk Dan menghabiskan pulsa,kecewa dengan aplikasi ini tidak log out tetapi harus verifikasi ulang dan pengaduan lewat  selalu sibuk dan menghabiskan pulsa,kecewa dengan aplikasi ini tidak log out tetapi harus verifikasi ulang dan pengaduan lewat selalu sibuk dan menghabiskan pulsa,"['kecewa', 'dengan', 'aplikasi', 'ini', 'tidak', 'log', 'out', 'tetapi', 'harus', 'verifikasi', 'ulang', 'dan', 'pengaduan', 'lewat', 'selalu', 'sibuk', 'dan', 'menghabiskan', 'pulsa']","['kecewa', 'aplikasi', 'log', 'out', 'verifikasi', 'ulang', 'pengaduan', 'sibuk', 'menghabiskan', 'pulsa']",kecewa aplikasi log out verifikasi ulang adu sibuk habis pulsa,Negatif
2024-12-11 14:55:55,Pari Kesit,2,Ngkbbisa di downlood,Ngkbbisa di downlood,ngkbbisa di downlood,ngkbbisa di downlood,"['ngkbbisa', 'di', 'downlood']","['ngkbbisa', 'downlood']",ngkbbisa downlood,Negatif
2024-12-11 13:49:47,DAENK Tuyul,1,Sumpah lama lama engga make bca lagi.. Masa selalu keluar dari aplikasi mulu...harus masul dari awal terus..udah minta otp pake pulsa...dalam 1 bulan 4 kali keluar..,Sumpah lama lama engga make bca lagi Masa selalu keluar dari aplikasi muluharus masul dari awal terusudah minta otp pake pulsadalam  bulan  kali keluar,sumpah lama lama engga make bca lagi masa selalu keluar dari aplikasi muluharus masul dari awal terusudah minta otp pake pulsadalam  bulan  kali keluar,sumpah lama lama tidak memakai baca lagi masa selalu keluar dari aplikasi muluharus masul dari awal terusudah meminta otp pakai pulsadalam bulan kali keluar,"['sumpah', 'lama', 'lama', 'tidak', 'memakai', 'baca', 'lagi', 'masa', 'selalu', 'keluar', 'dari', 'aplikasi', 'muluharus', 'masul', 'dari', 'awal', 'terusudah', 'meminta', 'otp', 'pakai', 'pulsadalam', 'bulan', 'kali', 'keluar']","['sumpah', 'memakai', 'baca', 'aplikasi', 'muluharus', 'masul', 'terusudah', 'otp', 'pakai', 'pulsadalam', 'kali']",sumpah pakai baca aplikasi muluharus masul terusudah otp pakai pulsadalam kali,Negatif
2024-12-11 12:48:08,Mbah Kung,5,sangat mudah unyuk trnsaksi,sangat mudah unyuk trnsaksi,sangat mudah unyuk trnsaksi,sangat mudah unyuk trnsaksi,"['sangat', 'mudah', 'unyuk', 'trnsaksi']","['mudah', 'unyuk', 'trnsaksi']",mudah unyuk trnsaksi,Positif
2024-12-11 12:36:40,God Moon,1,"Gimana ya kok pas saya centang keduanya malah yang kecentang cuma 1 aja ,BCA mengecewakan",Gimana ya kok pas saya centang keduanya malah yang kecentang cuma  aja BCA mengecewakan,gimana ya kok pas saya centang keduanya malah yang kecentang cuma  aja bca mengecewakan,bagaimana ya kok pas saya centang keduanya malah yang kecentang cuma saja baca mengecewakan,"['bagaimana', 'ya', 'kok', 'pas', 'saya', 'centang', 'keduanya', 'malah', 'yang', 'kecentang', 'cuma', 'saja', 'baca', 'mengecewakan']","['ya', 'pas', 'centang', 'kecentang', 'baca', 'mengecewakan']",ya pas centang centang baca kecewa,Negatif
2024-12-11 12:02:04,Waktu Luang Gue,2,"Dari bulan kemaren gk dapet otp, padahal udah berulangkali kirim permintaan kode otp nya.",Dari bulan kemaren gk dapet otp padahal udah berulangkali kirim permintaan kode otp nya,dari bulan kemaren gk dapet otp padahal udah berulangkali kirim permintaan kode otp nya,dari bulan kemarin tidak dapat otp padahal sudah berulangkali kirim permintaan kode otp ya,"['dari', 'bulan', 'kemarin', 'tidak', 'dapat', 'otp', 'padahal', 'sudah', 'berulangkali', 'kirim', 'permintaan', 'kode', 'otp', 'ya']","['kemarin', 'otp', 'berulangkali', 'kirim', 'permintaan', 'kode', 'otp', 'ya']",kemarin otp berulangkali kirim minta kode otp ya,Negatif
2024-12-11 11:40:19,AGUNG SETIAADI,2,harus 2 kali klik..lalu history transfer tidak bisa dihapus tolong kembalikan fitur hapus,harus  kali kliklalu history transfer tidak bisa dihapus tolong kembalikan fitur hapus,harus  kali kliklalu history transfer tidak bisa dihapus tolong kembalikan fitur hapus,harus kali kliklalu history transfer tidak bisa dihapus tolong kembalikan fitur hapus,"['harus', 'kali', 'kliklalu', 'history', 'transfer', 'tidak', 'bisa', 'dihapus', 'tolong', 'kembalikan', 'fitur', 'hapus']","['kali', 'kliklalu', 'history', 'transfer', 'dihapus', 'tolong', 'kembalikan', 'fitur', 'hapus']",kali kliklalu history transfer hapus tolong kembali fitur hapus,Negatif
2024-12-11 10:29:04,Suhadini “Bodin”,5,Jawab min ' kartu atm gak bisa digunakan tapi aplikasi suruh ke automatic teller machine notifnya didaftarin ulang mbankingnya ' ko ggl tRs ya ... ?,Jawab min  kartu atm gak bisa digunakan tapi aplikasi suruh ke automatic teller machine notifnya didaftarin ulang mbankingnya  ko ggl tRs ya  ,jawab min  kartu atm gak bisa digunakan tapi aplikasi suruh ke automatic teller machine notifnya didaftarin ulang mbankingnya  ko ggl trs ya  ,jawab min kartu atm tidak bisa digunakan tapi aplikasi suruh ke automatic teller machine notifnya didaftarin ulang mbankingnya kok ggl terus ya,"['jawab', 'min', 'kartu', 'atm', 'tidak', 'bisa', 'digunakan', 'tapi', 'aplikasi', 'suruh', 'ke', 'automatic', 'teller', 'machine', 'notifnya', 'didaftarin', 'ulang', 'mbankingnya', 'kok', 'ggl', 'terus', 'ya']","['min', 'kartu', 'atm', 'aplikasi', 'suruh', 'automatic', 'teller', 'machine', 'notifnya', 'didaftarin', 'ulang', 'mbankingnya', 'ggl', 'ya']",min kartu atm aplikasi suruh automatic teller machine notifnya didaftarin ulang mbankingnya ggl ya,Negatif
2024-12-11 10:16:04,Rif'an Rahman,1,"Sdh menyetujui pernyataan, malah ngga bisa",Sdh menyetujui pernyataan malah ngga bisa,sdh menyetujui pernyataan malah ngga bisa,sudah menyetujui pernyataan malah tidak bisa,"['sudah', 'menyetujui', 'pernyataan', 'malah', 'tidak', 'bisa']","['menyetujui', 'pernyataan']",tuju nyata,Negatif
2024-12-11 09:50:04,Erwin Setiawan,2,Tolong kembalikan seperti kemaren ..krna untuk menghapus inbox transfer gak ada tulisan (Hapus) lgi ..,Tolong kembalikan seperti kemaren krna untuk menghapus inbox transfer gak ada tulisan Hapus lgi ,tolong kembalikan seperti kemaren krna untuk menghapus inbox transfer gak ada tulisan hapus lgi ,tolong kembalikan seperti kemarin karena untuk menghapus inbox transfer tidak ada tulisan hapus lagi,"['tolong', 'kembalikan', 'seperti', 'kemarin', 'karena', 'untuk', 'menghapus', 'inbox', 'transfer', 'tidak', 'ada', 'tulisan', 'hapus', 'lagi']","['tolong', 'kembalikan', 'kemarin', 'menghapus', 'inbox', 'transfer', 'tulisan', 'hapus']",tolong kembali kemarin hapus inbox transfer tulis hapus,Negatif
2024-12-11 08:38:40,Eka Yas,1,"DIBUKA GA BISA2 APLIKASI , ANEEEHHH !!!",DIBUKA GA BISA APLIKASI  ANEEEHHH ,dibuka ga bisa aplikasi  aneeehhh ,dibuka tidak bisa aplikasi aneeehhh,"['dibuka', 'tidak', 'bisa', 'aplikasi', 'aneeehhh']","['dibuka', 'aplikasi', 'aneeehhh']",buka aplikasi aneeehhh,Positif
2024-12-11 07:35:32,Tri W,1,"Apasi aplikasi ini, udh vertivikasi muka di tempat terang sinyal bagus tetep aja gagal terus!!!",Apasi aplikasi ini udh vertivikasi muka di tempat terang sinyal bagus tetep aja gagal terus,apasi aplikasi ini udh vertivikasi muka di tempat terang sinyal bagus tetep aja gagal terus,apasi aplikasi ini sudah vertivikasi muka di tempat terang sinyal bagus tetap saja gagal terus,"['apasi', 'aplikasi', 'ini', 'sudah', 'vertivikasi', 'muka', 'di', 'tempat', 'terang', 'sinyal', 'bagus', 'tetap', 'saja', 'gagal', 'terus']","['apasi', 'aplikasi', 'vertivikasi', 'muka', 'terang', 'sinyal', 'bagus', 'gagal']",apas aplikasi vertivikasi muka terang sinyal bagus gagal,Negatif
2024-12-11 06:18:31,pridiyawati purnomowulan,3,Saya melakukan topup SAKUKU ternyata saldo tidak bertambah sedangkan saldo di mBCA sudah terpotong. Bagaimana ini BCA?,Saya melakukan topup SAKUKU ternyata saldo tidak bertambah sedangkan saldo di mBCA sudah terpotong Bagaimana ini BCA,saya melakukan topup sakuku ternyata saldo tidak bertambah sedangkan saldo di mbca sudah terpotong bagaimana ini bca,saya melakukan topup sakuku ternyata saldo tidak bertambah sedangkan saldo di mbca sudah terpotong bagaimana ini baca,"['saya', 'melakukan', 'topup', 'sakuku', 'ternyata', 'saldo', 'tidak', 'bertambah', 'sedangkan', 'saldo', 'di', 'mbca', 'sudah', 'terpotong', 'bagaimana', 'ini', 'baca']","['topup', 'sakuku', 'saldo', 'bertambah', 'saldo', 'mbca', 'terpotong', 'baca']",topup saku saldo tambah saldo mbca potong baca,Negatif
2024-12-11 06:02:53,Tri Sayekti,1,"Saya pake Bca Mobile tapi kenapa tidak ada notif apapun yaa,,jadi kalo ada yg tranfer atau apa harus buka aplikasi,,krnn tidak ada notif melalui aplkasi ataupun email,pdhl notifikasi sudah d aktifkan semua",Saya pake Bca Mobile tapi kenapa tidak ada notif apapun yaajadi kalo ada yg tranfer atau apa harus buka aplikasikrnn tidak ada notif melalui aplkasi ataupun emailpdhl notifikasi sudah d aktifkan semua,saya pake bca mobile tapi kenapa tidak ada notif apapun yaajadi kalo ada yg tranfer atau apa harus buka aplikasikrnn tidak ada notif melalui aplkasi ataupun emailpdhl notifikasi sudah d aktifkan semua,saya pakai baca mobile tapi kenapa tidak ada notif apapun yaajadi kalau ada yang tranfer atau apa harus buka aplikasikrnn tidak ada notif melalui aplkasi ataupun emailpdhl notifikasi sudah di aktifkan semua,"['saya', 'pakai', 'baca', 'mobile', 'tapi', 'kenapa', 'tidak', 'ada', 'notif', 'apapun', 'yaajadi', 'kalau', 'ada', 'yang', 'tranfer', 'atau', 'apa', 'harus', 'buka', 'aplikasikrnn', 'tidak', 'ada', 'notif', 'melalui', 'aplkasi', 'ataupun', 'emailpdhl', 'notifikasi', 'sudah', 'di', 'aktifkan', 'semua']","['pakai', 'baca', 'mobile', 'notif', 'apapun', 'yaajadi', 'tranfer', 'buka', 'aplikasikrnn', 'notif', 'aplkasi', 'emailpdhl', 'notifikasi', 'aktifkan']",pakai baca mobile notif apa yaajadi tranfer buka aplikasikrnn notif aplkasi emailpdhl notifikasi aktif,Negatif
2024-12-11 05:55:06,Lukman Abidin,2,"tolong diperbaiki dong sistemnya min,masa login udh 6x gagal Mulu,padahal signal stabil hufff,kesel bget sma nih aplikasi",tolong diperbaiki dong sistemnya minmasa login udh x gagal Mulupadahal signal stabil hufffkesel bget sma nih aplikasi,tolong diperbaiki dong sistemnya minmasa login udh x gagal mulupadahal signal stabil hufffkesel bget sma nih aplikasi,tolong diperbaiki dong sistemnya minmasa login sudah kali gagal mulupadahal signal stabil hufffkesel banget sama nih aplikasi,"['tolong', 'diperbaiki', 'dong', 'sistemnya', 'minmasa', 'login', 'sudah', 'kali', 'gagal', 'mulupadahal', 'signal', 'stabil', 'hufffkesel', 'banget', 'sama', 'nih', 'aplikasi']","['tolong', 'diperbaiki', 'sistemnya', 'minmasa', 'login', 'kali', 'gagal', 'mulupadahal', 'signal', 'stabil', 'hufffkesel', 'banget', 'nih', 'aplikasi']",tolong baik sistem minmasa login kali gagal mulupadahal signal stabil hufffkesel banget nih aplikasi,Negatif
2024-12-11 05:00:25,Frans J Young,5,Mempermudah yransaksi,Mempermudah yransaksi,mempermudah yransaksi,mempermudah yransaksi,"['mempermudah', 'yransaksi']","['mempermudah', 'yransaksi']",mudah yransaksi,Positif
2024-12-11 03:24:49,sunjuda juda,5,Semakin mudah melakukan transaksi online,Semakin mudah melakukan transaksi online,semakin mudah melakukan transaksi online,semakin mudah melakukan transaksi online,"['semakin', 'mudah', 'melakukan', 'transaksi', 'online']","['mudah', 'transaksi', 'online']",mudah transaksi online,Positif
